chromosome_index	position	cluster_index
1	181	2
1	182	1
1	183	2
1	184	2
1	185	2
1	186	1
1	187	1
1	188	1
1	189	2
1	190	2
1	191	0
1	192	1
1	193	1
1	194	2
1	195	2
1	196	2
1	197	1
1	198	2
1	199	1
1	200	2
1	201	2
1	202	2
1	203	1
1	204	2
1	205	1
1	206	2
1	207	2
1	208	2
1	209	2
1	210	0
1	211	2
1	212	2
1	213	2
1	214	2
1	215	1
1	216	1
1	217	1
1	218	2
1	219	2
1	220	1
1	221	2
1	222	1
1	223	2
1	224	2
1	225	1
1	226	1
1	227	1
1	228	1
1	229	2
1	230	1
1	231	2
1	232	2
1	233	1
1	234	2
1	235	2
1	236	2
1	237	2
1	238	1
1	239	2
1	240	0
1	241	1
1	242	0
1	243	2
1	244	2
1	245	0
1	246	2
1	247	2
1	248	0
1	249	0
1	250	2
1	251	2
1	252	2
1	253	2
1	254	2
1	255	0
1	256	0
1	257	0
1	258	1
1	259	1
1	260	0
1	261	2
1	262	0
1	263	0
1	264	2
1	265	2
1	266	0
1	267	2
1	268	0
1	269	2
1	270	2
1	271	0
1	272	2
1	273	2
1	274	0
1	275	0
1	276	2
1	277	0
1	278	2
1	279	2
1	280	0
1	281	0
1	282	2
1	283	2
1	284	0
1	285	2
1	286	2
1	287	0
1	288	2
1	289	0
1	290	1
1	291	0
1	292	2
1	293	0
1	294	0
1	295	0
1	296	2
1	297	2
1	298	1
1	299	2
1	300	2
1	301	2
1	302	1
1	303	2
1	304	0
1	305	0
1	306	0
1	307	0
1	308	0
1	309	2
1	310	0
1	311	0
1	312	2
1	313	0
1	314	0
1	315	1
1	316	0
1	317	0
1	318	0
1	319	0
1	320	0
1	321	2
1	322	2
1	323	0
1	324	1
1	325	0
1	326	2
1	327	2
1	328	2
1	329	2
1	330	2
1	331	1
1	332	0
1	333	2
1	334	2
1	335	2
1	336	2
1	337	0
1	338	0
1	339	0
1	340	2
1	341	0
1	342	0
1	343	0
1	344	1
1	345	2
1	346	0
1	347	0
1	348	2
1	349	0
1	350	2
1	351	2
1	352	2
1	353	2
1	354	0
1	355	2
1	356	2
1	357	2
1	358	1
1	359	2
1	360	2
1	361	0
1	362	2
1	363	2
1	364	2
2	365	2
2	366	0
2	367	2
2	368	0
2	369	1
2	370	2
2	371	0
2	372	2
2	373	0
2	374	2
2	375	2
2	376	0
2	377	2
2	378	2
2	379	2
2	380	0
2	381	1
2	382	1
2	383	1
2	384	0
2	385	0
2	386	2
2	387	0
2	388	0
2	389	2
2	390	2
2	391	0
2	392	0
2	393	0
2	394	1
2	395	0
2	396	0
2	397	0
2	398	0
2	399	2
2	400	0
2	401	0
2	402	0
2	403	0
2	404	2
2	405	2
2	406	0
2	407	1
2	408	0
2	409	0
2	410	2
2	411	2
2	412	1
2	413	2
2	414	0
2	415	0
2	416	2
2	417	0
2	418	2
2	419	0
2	420	2
2	421	2
2	422	0
2	423	0
2	424	0
2	425	2
2	426	1
2	427	0
2	428	2
2	429	2
2	430	0
2	431	2
2	432	2
2	433	0
2	434	0
2	435	0
2	436	0
2	437	0
2	438	2
2	439	0
2	440	0
2	441	2
2	442	2
2	443	2
2	444	2
2	445	2
2	446	2
2	447	2
2	448	2
2	449	2
2	450	0
2	451	1
2	452	2
2	453	1
2	454	2
2	455	0
2	456	0
2	457	1
2	458	2
2	459	0
2	460	1
2	461	1
2	462	1
2	463	0
2	464	1
2	465	0
2	466	0
2	467	2
2	468	0
2	469	0
2	470	2
2	471	0
2	472	0
2	473	0
2	474	2
2	475	2
2	476	0
2	477	0
2	478	2
2	479	0
2	480	2
2	481	0
2	482	2
2	483	2
2	484	2
2	485	1
2	486	0
2	487	2
2	488	1
2	489	1
2	490	1
2	491	2
2	492	2
2	493	2
2	494	2
2	495	2
2	496	2
2	497	1
2	498	2
2	499	1
2	500	2
2	501	2
2	502	2
2	503	0
2	504	2
2	505	2
2	506	2
2	507	2
2	508	2
2	509	1
2	510	0
2	511	2
2	512	2
2	513	2
2	514	0
2	515	2
2	516	2
2	517	2
2	518	2
2	519	1
2	520	2
2	521	2
2	522	2
2	523	2
2	524	0
2	525	1
2	526	2
2	527	0
2	528	2
2	529	2
2	530	0
2	531	0
2	532	0
2	533	0
2	534	0
2	535	0
2	536	1
2	537	2
2	538	2
2	539	0
2	540	2
2	541	0
2	542	0
2	543	0
2	544	2
2	545	2
2	546	1
2	547	1
2	548	2
2	549	2
2	550	1
2	551	2
2	552	2
2	553	2
2	554	1
2	555	2
2	556	2
2	557	2
2	558	2
2	559	1
2	560	2
2	561	2
2	562	0
2	563	2
2	564	0
2	565	0
2	566	1
2	567	0
2	568	0
2	569	0
2	570	0
2	571	2
2	572	0
2	573	2
2	574	0
2	575	0
2	576	2
2	577	0
2	578	0
2	579	0
2	580	0
2	581	1
2	582	0
2	583	0
2	584	2
2	585	1
2	586	2
2	587	2
2	588	2
2	589	2
2	590	2
2	591	2
2	592	2
2	593	2
2	594	2
2	595	2
2	596	2
2	597	2
2	598	2
2	599	2
2	600	2
2	601	2
2	602	2
2	603	2
2	604	0
2	605	0
2	606	2
2	607	1
2	608	0
2	609	0
2	610	0
2	611	2
2	612	0
2	613	0
2	614	2
2	615	0
2	616	0
2	617	0
2	618	2
2	619	0
2	620	0
2	621	0
2	622	2
2	623	2
2	624	2
2	625	1
2	626	2
2	627	2
2	628	2
2	629	0
2	630	2
2	631	0
2	632	1
2	633	2
2	634	2
2	635	0
2	636	0
2	637	0
2	638	0
2	639	0
2	640	0
2	641	0
2	642	2
2	643	0
2	644	2
2	645	2
2	646	0
2	647	0
2	648	2
2	649	2
2	650	0
2	651	0
2	652	2
2	653	0
2	654	0
2	655	0
2	656	0
2	657	2
2	658	2
2	659	0
2	660	0
2	661	2
2	662	2
2	663	0
2	664	0
2	665	2
2	666	2
2	667	2
2	668	2
2	669	1
2	670	0
2	671	0
2	672	2
2	673	2
2	674	0
2	675	0
2	676	1
2	677	0
2	678	0
2	679	0
2	680	0
2	681	0
2	682	0
2	683	2
2	684	0
2	685	0
2	686	0
2	687	2
2	688	2
2	689	0
2	690	2
2	691	2
2	692	2
2	693	2
2	694	2
2	695	2
2	696	0
2	697	0
2	698	2
2	699	2
2	700	0
2	701	2
2	702	2
2	703	0
2	704	0
2	705	2
2	706	2
2	707	0
2	708	0
2	709	2
2	710	1
2	711	2
2	712	0
2	713	0
2	714	0
2	715	0
2	716	0
2	717	0
2	718	0
2	719	2
2	720	2
2	721	0
2	722	0
2	723	2
2	724	2
2	725	1
2	726	1
2	727	0
2	728	0
2	729	0
2	730	0
2	731	0
2	732	0
2	733	1
2	734	1
2	735	0
2	736	0
2	737	0
2	738	2
2	739	2
2	740	2
2	741	0
2	742	2
3	743	0
3	744	1
3	745	2
3	746	2
3	747	0
3	748	0
3	749	2
3	750	1
3	751	0
3	752	2
3	753	0
3	754	2
3	755	2
3	756	1
3	757	0
3	758	0
3	759	2
3	760	2
3	761	0
3	762	2
3	763	0
3	764	2
3	765	1
3	766	2
3	767	2
3	768	2
3	769	0
3	770	0
3	771	0
3	772	2
3	773	2
3	774	2
3	775	0
3	776	0
3	777	2
3	778	0
3	779	2
3	780	2
3	781	2
3	782	2
3	783	2
3	784	0
3	785	0
3	786	0
3	787	2
3	788	0
3	789	1
3	790	0
3	791	2
3	792	2
3	793	2
3	794	1
3	795	2
3	796	0
3	797	2
3	798	0
3	799	0
3	800	2
3	801	0
3	802	2
3	803	1
3	804	0
3	805	2
3	806	0
3	807	0
3	808	2
3	809	0
3	810	0
3	811	0
3	812	0
3	813	0
3	814	0
3	815	1
3	816	1
3	817	2
3	818	0
3	819	2
3	820	0
3	821	2
3	822	0
3	823	2
3	824	0
3	825	2
3	826	0
3	827	0
3	828	2
3	829	2
3	830	1
3	831	0
3	832	0
3	833	1
3	834	2
3	835	0
3	836	1
3	837	0
3	838	2
3	839	0
3	840	2
3	841	0
3	842	0
3	843	2
3	844	0
3	845	0
3	846	0
3	847	0
3	848	2
3	849	0
3	850	0
3	851	0
3	852	0
3	853	0
3	854	2
3	855	0
3	856	0
3	857	0
3	858	2
3	859	2
3	860	2
3	861	2
3	862	2
3	863	2
3	864	0
3	865	2
3	866	2
3	867	0
3	868	0
3	869	0
3	870	0
3	871	0
3	872	0
3	873	1
3	874	2
3	875	0
3	876	2
3	877	2
3	878	2
3	879	2
3	880	2
3	881	0
3	882	2
3	883	0
3	884	0
3	885	0
3	886	0
3	887	0
3	888	0
3	889	0
3	890	0
3	891	2
3	892	0
3	893	0
3	894	2
3	895	0
3	896	2
3	897	0
3	898	0
3	899	0
3	900	2
3	901	0
3	902	0
3	903	0
3	904	0
3	905	2
3	906	2
3	907	2
3	908	0
3	909	1
3	910	2
3	911	0
3	912	0
3	913	2
3	914	2
3	915	0
3	916	1
3	917	2
3	918	2
3	919	0
3	920	0
3	921	2
3	922	0
3	923	0
3	924	0
3	925	0
3	926	2
3	927	2
3	928	2
3	929	0
3	930	2
3	931	1
3	932	0
3	933	0
3	934	1
3	935	0
3	936	0
3	937	0
3	938	0
3	939	0
3	940	2
3	941	0
3	942	2
3	943	2
3	944	1
3	945	2
3	946	2
3	947	1
3	948	0
3	949	1
3	950	0
3	951	0
3	952	0
3	953	0
3	954	0
3	955	0
3	956	0
3	957	2
3	958	2
3	959	0
3	960	2
3	961	2
3	962	2
3	963	0
3	964	0
3	965	0
3	966	0
3	967	0
3	968	0
3	969	0
3	970	0
3	971	1
3	972	0
3	973	2
3	974	0
3	975	0
3	976	2
3	977	2
3	978	2
3	979	0
3	980	0
3	981	0
3	982	1
3	983	1
3	984	2
3	985	0
3	986	2
3	987	0
3	988	1
3	989	2
3	990	1
3	991	1
3	992	2
3	993	0
3	994	2
3	995	1
3	996	1
3	997	2
3	998	1
3	999	2
3	1000	2
3	1001	0
3	1002	1
3	1003	2
3	1004	1
3	1005	1
3	1006	2
3	1007	1
3	1008	2
4	1009	2
4	1010	2
4	1011	0
4	1012	2
4	1013	2
4	1014	2
4	1015	2
4	1016	2
4	1017	2
4	1018	2
4	1019	0
4	1020	0
4	1021	2
4	1022	1
4	1023	0
4	1024	0
4	1025	2
4	1026	2
4	1027	2
4	1028	0
4	1029	2
4	1030	1
4	1031	0
4	1032	0
4	1033	1
4	1034	2
4	1035	0
4	1036	1
4	1037	0
4	1038	0
4	1039	2
4	1040	0
4	1041	1
4	1042	0
4	1043	0
4	1044	0
4	1045	0
4	1046	2
4	1047	0
4	1048	2
4	1049	2
4	1050	0
4	1051	0
4	1052	0
4	1053	0
4	1054	0
4	1055	0
4	1056	0
4	1057	0
4	1058	0
4	1059	0
4	1060	0
4	1061	0
4	1062	0
4	1063	0
4	1064	0
4	1065	0
4	1066	0
4	1067	0
4	1068	0
4	1069	2
4	1070	1
4	1071	0
4	1072	2
4	1073	2
4	1074	2
4	1075	2
4	1076	0
4	1077	0
4	1078	0
4	1079	2
4	1080	2
4	1081	0
4	1082	2
4	1083	2
4	1084	0
4	1085	0
4	1086	2
4	1087	2
4	1088	1
4	1089	2
4	1090	2
4	1091	2
4	1092	2
4	1093	2
4	1094	2
4	1095	2
4	1096	2
4	1097	1
4	1098	2
4	1099	0
4	1100	0
4	1101	2
4	1102	0
4	1103	2
4	1104	0
4	1105	0
4	1106	0
4	1107	2
4	1108	0
4	1109	0
4	1110	0
4	1111	0
4	1112	0
4	1113	0
4	1114	0
4	1115	0
4	1116	0
4	1117	0
4	1118	2
4	1119	0
4	1120	0
4	1121	2
4	1122	0
4	1123	0
4	1124	1
4	1125	0
4	1126	2
4	1127	0
4	1128	0
4	1129	0
4	1130	0
4	1131	0
4	1132	2
4	1133	0
4	1134	0
4	1135	0
4	1136	1
4	1137	0
4	1138	0
4	1139	2
4	1140	0
4	1141	2
4	1142	1
4	1143	1
4	1144	0
4	1145	0
4	1146	0
4	1147	2
4	1148	2
4	1149	0
4	1150	1
4	1151	0
4	1152	2
4	1153	2
4	1154	2
4	1155	0
4	1156	0
4	1157	0
4	1158	2
4	1159	2
4	1160	2
4	1161	0
4	1162	0
4	1163	2
4	1164	2
4	1165	0
4	1166	0
4	1167	0
4	1168	0
4	1169	0
4	1170	0
4	1171	2
4	1172	0
4	1173	0
4	1174	2
4	1175	2
4	1176	1
4	1177	2
4	1178	1
4	1179	0
4	1180	0
4	1181	2
4	1182	2
4	1183	2
4	1184	0
4	1185	0
4	1186	0
4	1187	2
4	1188	2
4	1189	0
4	1190	0
4	1191	0
4	1192	0
4	1193	2
4	1194	2
4	1195	2
4	1196	2
4	1197	2
4	1198	0
4	1199	0
4	1200	0
4	1201	0
4	1202	0
4	1203	0
4	1204	0
4	1205	0
4	1206	2
4	1207	0
4	1208	1
4	1209	1
4	1210	2
4	1211	2
4	1212	1
4	1213	2
4	1214	2
4	1215	2
4	1216	0
4	1217	2
4	1218	0
4	1219	0
4	1220	0
4	1221	0
4	1222	1
4	1223	1
4	1224	1
4	1225	0
4	1226	2
4	1227	2
4	1228	2
4	1229	0
4	1230	0
4	1231	0
4	1232	0
4	1233	2
4	1234	2
4	1235	2
4	1236	1
4	1237	1
4	1238	2
4	1239	2
4	1240	2
4	1241	0
4	1242	2
4	1243	2
4	1244	2
4	1245	0
4	1246	0
4	1247	0
4	1248	2
4	1249	2
4	1250	2
4	1251	0
4	1252	0
4	1253	0
4	1254	0
4	1255	1
4	1256	2
4	1257	2
4	1258	2
4	1259	2
4	1260	2
4	1261	0
4	1262	0
4	1263	0
4	1264	0
4	1265	0
4	1266	2
4	1267	0
4	1268	2
4	1269	2
4	1270	0
4	1271	0
4	1272	0
4	1273	0
4	1274	0
4	1275	0
4	1276	2
4	1277	0
4	1278	2
4	1279	2
4	1280	0
4	1281	0
4	1282	2
4	1283	0
4	1284	0
4	1285	0
4	1286	0
4	1287	2
4	1288	2
4	1289	2
4	1290	2
4	1291	0
4	1292	2
4	1293	0
4	1294	0
4	1295	0
4	1296	0
4	1297	1
4	1298	0
4	1299	0
4	1300	2
4	1301	0
4	1302	0
4	1303	0
4	1304	0
4	1305	1
4	1306	0
4	1307	2
4	1308	0
4	1309	0
4	1310	0
4	1311	2
4	1312	2
4	1313	0
4	1314	0
4	1315	0
4	1316	0
4	1317	0
4	1318	0
5	1319	2
5	1320	2
5	1321	0
5	1322	0
5	1323	1
5	1324	1
5	1325	0
5	1326	2
5	1327	1
5	1328	2
5	1329	0
5	1330	0
5	1331	0
5	1332	2
5	1333	0
5	1334	0
5	1335	0
5	1336	0
5	1337	0
5	1338	0
5	1339	0
5	1340	2
5	1341	0
5	1342	1
5	1343	0
5	1344	0
5	1345	0
5	1346	1
5	1347	2
5	1348	2
5	1349	2
5	1350	2
5	1351	1
5	1352	0
5	1353	2
5	1354	0
5	1355	0
5	1356	2
5	1357	0
5	1358	0
5	1359	0
5	1360	0
5	1361	0
5	1362	0
5	1363	2
5	1364	2
5	1365	2
5	1366	2
5	1367	2
5	1368	0
5	1369	2
5	1370	2
5	1371	0
5	1372	0
5	1373	2
5	1374	2
5	1375	1
5	1376	1
5	1377	0
5	1378	2
5	1379	1
5	1380	0
5	1381	0
5	1382	0
5	1383	2
5	1384	0
5	1385	1
5	1386	2
5	1387	2
5	1388	0
5	1389	0
5	1390	0
5	1391	0
5	1392	2
5	1393	2
5	1394	0
5	1395	0
5	1396	2
5	1397	2
5	1398	1
5	1399	0
5	1400	0
5	1401	2
5	1402	2
5	1403	0
5	1404	0
5	1405	0
5	1406	0
5	1407	0
5	1408	2
5	1409	1
5	1410	0
5	1411	0
5	1412	0
5	1413	2
5	1414	0
5	1415	0
5	1416	2
5	1417	2
5	1418	0
5	1419	0
5	1420	2
5	1421	2
5	1422	2
5	1423	0
5	1424	0
5	1425	0
5	1426	2
5	1427	0
5	1428	0
5	1429	0
5	1430	2
5	1431	0
5	1432	2
5	1433	1
5	1434	2
5	1435	1
5	1436	2
5	1437	1
5	1438	0
5	1439	0
5	1440	0
5	1441	0
5	1442	2
5	1443	2
5	1444	2
5	1445	2
5	1446	0
5	1447	2
5	1448	2
5	1449	0
5	1450	2
5	1451	0
5	1452	0
5	1453	1
5	1454	2
5	1455	0
5	1456	1
5	1457	0
5	1458	0
5	1459	0
5	1460	2
5	1461	1
5	1462	0
5	1463	0
5	1464	2
5	1465	0
5	1466	0
5	1467	0
5	1468	0
5	1469	2
5	1470	0
5	1471	0
5	1472	2
5	1473	2
5	1474	0
5	1475	0
5	1476	2
5	1477	0
5	1478	0
5	1479	1
5	1480	2
5	1481	2
5	1482	0
5	1483	2
5	1484	2
5	1485	2
5	1486	2
5	1487	0
5	1488	0
5	1489	0
5	1490	0
5	1491	0
5	1492	2
5	1493	1
5	1494	0
5	1495	0
5	1496	1
5	1497	2
5	1498	2
5	1499	0
5	1500	2
5	1501	0
5	1502	0
5	1503	0
5	1504	0
5	1505	0
5	1506	0
5	1507	0
5	1508	2
5	1509	2
5	1510	0
5	1511	0
5	1512	0
5	1513	0
5	1514	0
5	1515	0
5	1516	2
5	1517	1
5	1518	2
5	1519	2
5	1520	2
5	1521	1
5	1522	2
5	1523	2
5	1524	0
5	1525	0
5	1526	0
5	1527	0
5	1528	0
5	1529	2
5	1530	0
5	1531	2
5	1532	1
5	1533	0
5	1534	0
5	1535	0
5	1536	0
5	1537	2
5	1538	0
5	1539	2
5	1540	0
5	1541	2
5	1542	1
5	1543	2
5	1544	2
5	1545	2
5	1546	0
5	1547	1
5	1548	0
5	1549	0
5	1550	2
5	1551	0
5	1552	1
5	1553	1
5	1554	0
5	1555	0
5	1556	0
5	1557	0
5	1558	2
5	1559	0
5	1560	0
5	1561	0
5	1562	2
5	1563	2
5	1564	0
5	1565	2
5	1566	2
5	1567	2
5	1568	0
5	1569	2
5	1570	0
5	1571	2
5	1572	2
5	1573	2
5	1574	0
5	1575	0
5	1576	0
5	1577	0
5	1578	0
5	1579	0
5	1580	0
5	1581	0
5	1582	0
5	1583	0
5	1584	0
5	1585	2
5	1586	0
5	1587	2
5	1588	2
5	1589	0
5	1590	2
5	1591	0
5	1592	2
5	1593	0
5	1594	0
5	1595	1
5	1596	2
5	1597	2
5	1598	2
5	1599	1
5	1600	2
5	1601	2
5	1602	1
5	1603	1
5	1604	1
5	1605	0
5	1606	1
6	1607	0
6	1608	0
6	1609	2
6	1610	0
6	1611	2
6	1612	2
6	1613	2
6	1614	2
6	1615	0
6	1616	0
6	1617	2
6	1618	2
6	1619	0
6	1620	0
6	1621	0
6	1622	0
6	1623	0
6	1624	0
6	1625	2
6	1626	0
6	1627	0
6	1628	0
6	1629	1
6	1630	1
6	1631	0
6	1632	2
6	1633	1
6	1634	0
6	1635	0
6	1636	0
6	1637	2
6	1638	2
6	1639	2
6	1640	1
6	1641	1
6	1642	2
6	1643	2
6	1644	2
6	1645	2
6	1646	1
6	1647	0
6	1648	2
6	1649	2
6	1650	2
6	1651	0
6	1652	2
6	1653	2
6	1654	1
6	1655	2
6	1656	0
6	1657	0
6	1658	2
6	1659	0
6	1660	1
6	1661	0
6	1662	0
6	1663	0
6	1664	0
6	1665	0
6	1666	0
6	1667	0
6	1668	0
6	1669	0
6	1670	2
6	1671	1
6	1672	2
6	1673	0
6	1674	2
6	1675	0
6	1676	2
6	1677	2
6	1678	2
6	1679	0
6	1680	0
6	1681	0
6	1682	2
6	1683	0
6	1684	2
6	1685	2
6	1686	0
6	1687	2
6	1688	0
6	1689	0
6	1690	0
6	1691	2
6	1692	0
6	1693	2
6	1694	0
6	1695	1
6	1696	1
6	1697	0
6	1698	0
6	1699	0
6	1700	0
6	1701	0
6	1702	2
6	1703	0
6	1704	1
6	1705	2
6	1706	1
6	1707	2
6	1708	0
6	1709	0
6	1710	0
6	1711	0
6	1712	2
6	1713	2
6	1714	1
6	1715	2
6	1716	2
6	1717	0
6	1718	1
6	1719	0
6	1720	0
6	1721	0
6	1722	0
6	1723	2
6	1724	0
6	1725	0
6	1726	0
6	1727	0
6	1728	0
6	1729	0
6	1730	0
6	1731	2
6	1732	0
6	1733	0
6	1734	0
6	1735	0
6	1736	0
6	1737	0
6	1738	0
6	1739	2
6	1740	0
6	1741	0
6	1742	0
6	1743	0
6	1744	0
6	1745	0
6	1746	0
6	1747	0
6	1748	2
6	1749	0
6	1750	0
6	1751	0
6	1752	2
6	1753	2
6	1754	0
6	1755	2
6	1756	2
6	1757	2
6	1758	0
6	1759	2
6	1760	2
6	1761	0
6	1762	2
6	1763	1
6	1764	0
6	1765	0
6	1766	0
6	1767	2
6	1768	2
6	1769	2
6	1770	2
6	1771	0
6	1772	0
6	1773	1
6	1774	2
6	1775	2
6	1776	0
6	1777	0
6	1778	2
6	1779	0
6	1780	2
6	1781	0
6	1782	2
6	1783	2
6	1784	2
6	1785	1
6	1786	0
6	1787	0
6	1788	0
6	1789	1
6	1790	2
6	1791	0
6	1792	2
6	1793	0
6	1794	2
6	1795	0
6	1796	0
6	1797	1
6	1798	0
6	1799	0
6	1800	1
6	1801	0
6	1802	0
6	1803	0
6	1804	2
6	1805	0
6	1806	2
6	1807	2
6	1808	2
6	1809	2
6	1810	2
6	1811	2
6	1812	0
6	1813	2
6	1814	0
6	1815	1
6	1816	0
7	1817	2
7	1818	2
7	1819	2
7	1820	2
7	1821	2
7	1822	2
7	1823	0
7	1824	2
7	1825	1
7	1826	1
7	1827	2
7	1828	2
7	1829	2
7	1830	0
7	1831	0
7	1832	1
7	1833	0
7	1834	0
7	1835	0
7	1836	2
7	1837	0
7	1838	0
7	1839	2
7	1840	2
7	1841	2
7	1842	2
7	1843	0
7	1844	2
7	1845	2
7	1846	1
7	1847	0
7	1848	0
7	1849	2
7	1850	0
7	1851	0
7	1852	2
7	1853	0
7	1854	0
7	1855	0
7	1856	0
7	1857	1
7	1858	0
7	1859	0
7	1860	0
7	1861	2
7	1862	0
7	1863	0
7	1864	2
7	1865	2
7	1866	2
7	1867	2
7	1868	2
7	1869	0
7	1870	2
7	1871	2
7	1872	2
7	1873	0
7	1874	0
7	1875	0
7	1876	2
7	1877	0
7	1878	0
7	1879	0
7	1880	1
7	1881	1
7	1882	0
7	1883	2
7	1884	0
7	1885	2
7	1886	2
7	1887	0
7	1888	2
7	1889	2
7	1890	0
7	1891	2
7	1892	2
7	1893	0
7	1894	1
7	1895	1
7	1896	2
7	1897	1
7	1898	2
7	1899	2
7	1900	0
7	1901	2
7	1902	2
7	1903	1
7	1904	2
7	1905	2
7	1906	2
7	1907	2
7	1908	2
7	1909	2
7	1910	2
7	1911	2
7	1912	2
7	1913	2
7	1914	1
7	1915	2
7	1916	0
7	1917	0
7	1918	1
7	1919	1
7	1920	0
7	1921	2
7	1922	0
7	1923	2
7	1924	2
7	1925	2
7	1926	1
7	1927	2
7	1928	2
7	1929	2
7	1930	1
7	1931	0
7	1932	2
7	1933	2
7	1934	0
7	1935	2
7	1936	2
7	1937	2
7	1938	2
7	1939	1
7	1940	1
7	1941	2
7	1942	1
7	1943	1
7	1944	2
7	1945	2
7	1946	2
7	1947	2
7	1948	0
7	1949	2
7	1950	2
7	1951	1
7	1952	0
7	1953	2
7	1954	2
7	1955	0
7	1956	2
7	1957	2
7	1958	0
7	1959	0
7	1960	2
7	1961	1
7	1962	1
7	1963	0
7	1964	0
7	1965	0
7	1966	0
7	1967	0
7	1968	2
7	1969	2
7	1970	2
7	1971	0
7	1972	0
7	1973	1
7	1974	2
7	1975	0
7	1976	0
7	1977	2
7	1978	2
7	1979	2
7	1980	2
7	1981	1
7	1982	2
7	1983	2
7	1984	1
7	1985	0
7	1986	1
7	1987	0
7	1988	1
7	1989	2
7	1990	1
7	1991	2
7	1992	2
7	1993	1
7	1994	1
7	1995	2
7	1996	2
7	1997	0
7	1998	0
7	1999	2
7	2000	0
7	2001	0
7	2002	0
7	2003	0
7	2004	2
7	2005	1
7	2006	0
7	2007	2
7	2008	2
7	2009	0
7	2010	0
7	2011	0
7	2012	0
7	2013	0
7	2014	0
7	2015	1
7	2016	0
7	2017	1
7	2018	1
7	2019	0
7	2020	0
7	2021	1
7	2022	0
7	2023	0
7	2024	0
7	2025	0
7	2026	0
7	2027	2
7	2028	0
7	2029	2
7	2030	0
7	2031	2
7	2032	0
7	2033	0
7	2034	2
7	2035	1
7	2036	0
7	2037	0
7	2038	0
7	2039	1
7	2040	0
7	2041	0
7	2042	0
7	2043	0
7	2044	2
7	2045	0
7	2046	1
7	2047	2
7	2048	2
7	2049	1
7	2050	2
7	2051	0
7	2052	2
7	2053	2
7	2054	1
7	2055	0
7	2056	2
7	2057	2
7	2058	2
7	2059	0
7	2060	0
7	2061	2
7	2062	2
7	2063	2
7	2064	2
7	2065	2
7	2066	2
7	2067	2
7	2068	0
7	2069	0
7	2070	0
7	2071	0
7	2072	1
7	2073	1
7	2074	0
7	2075	0
8	2076	2
8	2077	1
8	2078	1
8	2079	0
8	2080	0
8	2081	0
8	2082	0
8	2083	0
8	2084	0
8	2085	0
8	2086	0
8	2087	0
8	2088	2
8	2089	2
8	2090	0
8	2091	0
8	2092	0
8	2093	0
8	2094	2
8	2095	2
8	2096	1
8	2097	2
8	2098	2
8	2099	2
8	2100	1
8	2101	2
8	2102	0
8	2103	0
8	2104	2
8	2105	2
8	2106	2
8	2107	1
8	2108	1
8	2109	2
8	2110	2
8	2111	0
8	2112	0
8	2113	0
8	2114	0
8	2115	0
8	2116	1
8	2117	0
8	2118	0
8	2119	0
8	2120	2
8	2121	2
8	2122	0
8	2123	2
8	2124	0
8	2125	2
8	2126	2
8	2127	0
8	2128	2
8	2129	1
8	2130	0
8	2131	0
8	2132	0
8	2133	0
8	2134	0
8	2135	0
8	2136	0
8	2137	0
8	2138	0
